province,aquaculture_type,year,hectares,ton,tons_per_ha
Jawa Barat,marine culture,2015,23,3964,172.34782608695653
Jawa Barat,nets step,2e3,NA,NA,NA
Jawa Barat,nets step,2001,NA,NA,NA
Jawa Barat,nets step,2002,NA,NA,NA
Jawa Barat,nets step,2003,NA,NA,NA
Jawa Barat,nets step,2004,NA,NA,NA
Jawa Barat,nets step,2005,NA,NA,NA
Jawa Barat,nets step,2006,NA,NA,NA
Jawa Barat,nets step,2007,NA,NA,NA
Jawa Barat,nets step,2008,NA,NA,NA
Jawa Barat,nets step,2009,NA,NA,NA
Jawa Barat,nets step,2010,NA,NA,NA
Jawa Barat,nets step,2011,NA,NA,NA
Jawa Barat,nets step,2012,NA,NA,NA
Jawa Barat,nets step,2013,NA,NA,NA
Jawa Barat,nets step,2014,NA,NA,NA
Jawa Barat,nets step,2015,NA,NA,NA
Jawa Barat,paddy field,2e3,NA,49062,NA
Jawa Barat,paddy field,2001,NA,52555,NA
Jawa Barat,paddy field,2002,NA,38661,NA
Jawa Barat,paddy field,2003,NA,43869,NA
Jawa Barat,paddy field,2004,NA,39664,NA
Jawa Barat,paddy field,2005,35670,34519,0.9677319876647043
Jawa Barat,paddy field,2006,30717,27529,0.8962138229644822
Jawa Barat,paddy field,2007,25952,26223,1.0104423551171393
Jawa Barat,paddy field,2008,42149,23309,0.5530143063892382
Jawa Barat,paddy field,2009,33256,31784,0.9557373105605004
Jawa Barat,paddy field,2010,73652,32660,0.44343670232987564
Jawa Barat,paddy field,2011,43237,25556,0.5910678354187385
Jawa Barat,paddy field,2012,43237,22646,0.5237643684806994
Jawa Barat,paddy field,2013,44077,27065,0.6140390679946457
Jawa Barat,paddy field,2014,43783,30532,0.6973482858643766
Jawa Barat,paddy field,2015,31753,34179,1.0764022297105784
Jawa Barat,total,2e3,NA,404849,NA
Jawa Barat,total,2001,NA,366238,NA
Jawa Barat,total,2002,NA,368422,NA
Jawa Barat,total,2003,NA,342652,NA
Jawa Barat,total,2004,NA,268954,NA
Jawa Barat,total,2005,122017,301266,2.4690493947564685
Jawa Barat,total,2006,99005,355716,3.5929094490177262
Jawa Barat,total,2007,105074,391568,3.7265926870586443
Jawa Barat,total,2008,114903,435549,3.790579880420877
Jawa Barat,total,2009,140161,442012,3.15360192920998
Jawa Barat,total,2010,168552,622961,3.6959573306754
Jawa Barat,total,2011,129331,695104,5.374612428574743
Jawa Barat,total,2012,129170,778999,6.030804366338933
Jawa Barat,total,2013,130111,970568,7.459538394140388
Jawa Barat,total,2014,129310,1006017,7.779885546361457
Jawa Barat,total,2015,113467,1075260,9.476411643914089
Jawa Tengah,brackish pond,2e3,NA,52749,NA
Jawa Tengah,brackish pond,2001,NA,48569,NA
Jawa Tengah,brackish pond,2002,NA,80090,NA
Jawa Tengah,brackish pond,2003,NA,97660,NA
Jawa Tengah,brackish pond,2004,NA,51902,NA
Jawa Tengah,brackish pond,2005,50,52381,1047.62
Jawa Tengah,brackish pond,2006,120,54165,451.375
Jawa Tengah,brackish pond,2007,35,67819,1937.6857142857143
Jawa Tengah,brackish pond,2008,40,73393,1834.825
Jawa Tengah,brackish pond,2009,69,72701,1053.6376811594203
Jawa Tengah,brackish pond,2010,13,83878,6452.153846153846
Jawa Tengah,brackish pond,2011,14,115786,8270.42857142857
Jawa Tengah,brackish pond,2012,59154,110526,1.8684450755654731
Jawa Tengah,brackish pond,2013,66,188407,2854.651515151515
Jawa Tengah,brackish pond,2014,4915,212693,43.27426246185148
Jawa Tengah,brackish pond,2015,149,171485,1150.9060402684563
Jawa Tengah,cage,2e3,NA,5721,NA
Jawa Tengah,cage,2001,NA,6657,NA
Jawa Tengah,cage,2002,NA,5048,NA
Jawa Tengah,cage,2003,NA,5781,NA
Jawa Tengah,cage,2004,NA,5550,NA
Jawa Tengah,cage,2005,0,375,Inf
Jawa Tengah,cage,2006,8,481,60.125
Jawa Tengah,cage,2007,2,495,247.5
Jawa Tengah,cage,2008,0,617,Inf
Jawa Tengah,cage,2009,0,1445,Inf
Jawa Tengah,cage,2010,2,2557,1278.5
Jawa Tengah,cage,2011,0,2697,Inf
Jawa Tengah,cage,2012,1,1108,1108
Jawa Tengah,cage,2013,0,984,Inf
Jawa Tengah,cage,2014,1,1730,1730
Jawa Tengah,cage,2015,1,1154,1154
Jawa Tengah,floating cage,2e3,NA,NA,NA
Jawa Tengah,floating cage,2001,NA,NA,NA
Jawa Tengah,floating cage,2002,NA,NA,NA
Jawa Tengah,floating cage,2003,NA,NA,NA
Jawa Tengah,floating cage,2004,NA,NA,NA
Jawa Tengah,floating cage,2005,34,6737,198.14705882352942
Jawa Tengah,floating cage,2006,2,6965,3482.5
Jawa Tengah,floating cage,2007,1,7169,7169
Jawa Tengah,floating cage,2008,1,9864,9864
Jawa Tengah,floating cage,2009,0,11067,Inf
Jawa Tengah,floating cage,2010,1,15990,15990
Jawa Tengah,floating cage,2011,0,21823,Inf
Jawa Tengah,floating cage,2012,254,29346,115.53543307086615
Jawa Tengah,floating cage,2013,0,28701,Inf
Jawa Tengah,floating cage,2014,0,41833,Inf
Jawa Tengah,floating cage,2015,0,44749,Inf
Jawa Tengah,freshwater pond,2e3,NA,0,NA
Jawa Tengah,freshwater pond,2001,NA,4887,NA
Jawa Tengah,freshwater pond,2002,NA,23456,NA
Jawa Tengah,freshwater pond,2003,NA,25248,NA
Jawa Tengah,freshwater pond,2004,NA,17523,NA
Jawa Tengah,freshwater pond,2005,750,25360,33.81333333333333
Jawa Tengah,freshwater pond,2006,1815,28350,15.619834710743802
Jawa Tengah,freshwater pond,2007,780,34619,44.38333333333333
Jawa Tengah,freshwater pond,2008,1067,44191,41.416119962511715
Jawa Tengah,freshwater pond,2009,1110,55031,49.57747747747748
Jawa Tengah,freshwater pond,2010,781,66964,85.74135723431498
Jawa Tengah,freshwater pond,2011,960,94566,98.50625
Jawa Tengah,freshwater pond,2012,3360,112088,33.35952380952381
Jawa Tengah,freshwater pond,2013,1008,160987,159.7093253968254
Jawa Tengah,freshwater pond,2014,876,199085,227.2659817351598
Jawa Tengah,freshwater pond,2015,1119,175914,157.2064343163539
Jawa Tengah,marine culture,2e3,NA,NA,NA
Jawa Tengah,marine culture,2001,NA,NA,NA
Jawa Tengah,marine culture,2002,NA,NA,NA
Jawa Tengah,marine culture,2003,NA,NA,NA
Jawa Tengah,marine culture,2004,NA,NA,NA
Jawa Tengah,marine culture,2005,NA,25984,NA
Jawa Tengah,marine culture,2006,NA,2532,NA
Jawa Tengah,marine culture,2007,NA,1854,NA
Jawa Tengah,marine culture,2008,NA,2249,NA
Jawa Tengah,marine culture,2009,NA,2934,NA
Jawa Tengah,marine culture,2010,NA,4809,NA
Jawa Tengah,marine culture,2011,NA,5737,NA
Jawa Tengah,marine culture,2012,29,6604,227.72413793103448
Jawa Tengah,marine culture,2013,NA,14211,NA
Jawa Tengah,marine culture,2014,NA,42413,NA
Jawa Tengah,marine culture,2015,0,22785,Inf
Jawa Tengah,nets step,2e3,NA,NA,NA
Jawa Tengah,nets step,2001,NA,NA,NA
Jawa Tengah,nets step,2002,NA,NA,NA
Jawa Tengah,nets step,2003,NA,NA,NA
Jawa Tengah,nets step,2004,NA,NA,NA
Jawa Tengah,nets step,2005,NA,NA,NA
Jawa Tengah,nets step,2006,NA,NA,NA
Jawa Tengah,nets step,2007,NA,NA,NA
Jawa Tengah,nets step,2008,NA,NA,NA
Jawa Tengah,nets step,2009,NA,NA,NA
Jawa Tengah,nets step,2010,NA,NA,NA
Jawa Tengah,nets step,2011,NA,NA,NA
Jawa Tengah,nets step,2012,NA,NA,NA
Jawa Tengah,nets step,2013,NA,NA,NA
Jawa Tengah,nets step,2014,NA,NA,NA
Jawa Tengah,nets step,2015,NA,NA,NA
Jawa Tengah,paddy field,2e3,NA,1937,NA
Jawa Tengah,paddy field,2001,NA,1689,NA
Jawa Tengah,paddy field,2002,NA,1800,NA
Jawa Tengah,paddy field,2003,NA,2163,NA
Jawa Tengah,paddy field,2004,NA,2419,NA
Jawa Tengah,paddy field,2005,771,2439,3.1634241245136185
Jawa Tengah,paddy field,2006,2500,3992,1.5968
Jawa Tengah,paddy field,2007,786,2051,2.60941475826972
Jawa Tengah,paddy field,2008,805,2279,2.8310559006211182
Jawa Tengah,paddy field,2009,639,1472,2.303599374021909
Jawa Tengah,paddy field,2010,71,1798,25.323943661971832
Jawa Tengah,paddy field,2011,67,2255,33.656716417910445
Jawa Tengah,paddy field,2012,41413,2064,0.04983942240359308
Jawa Tengah,paddy field,2013,64,3817,59.640625
Jawa Tengah,paddy field,2014,64,4054,63.34375
Jawa Tengah,paddy field,2015,89,4936,55.46067415730337
Jawa Tengah,total,2e3,NA,346834,NA
Jawa Tengah,total,2001,NA,376322,NA
Jawa Tengah,total,2002,NA,381930,NA
Jawa Tengah,total,2003,NA,348229,NA
Jawa Tengah,total,2004,NA,77394,NA
Jawa Tengah,total,2005,1605,113276,70.57694704049844
Jawa Tengah,total,2006,4445,96484,21.70618672665917
Jawa Tengah,total,2007,1604,114007,71.07668329177058
Jawa Tengah,total,2008,1913,132593,69.31155253528489
Jawa Tengah,total,2009,1819,144650,79.52171522814733
Jawa Tengah,total,2010,867,NA,NA
Jawa Tengah,total,2011,1042,242865,233.07581573896354
Jawa Tengah,total,2012,104211,261736,2.511596664459606
Jawa Tengah,total,2013,1139,397106,348.64442493415277
Jawa Tengah,total,2014,5857,501809,85.67679699504866
Jawa Tengah,total,2015,1359,421022,309.8027961736571
Jawa Timur,brackish pond,2e3,NA,90025,NA
Jawa Timur,brackish pond,2001,NA,94968,NA
Jawa Timur,brackish pond,2002,NA,142210,NA
Jawa Timur,brackish pond,2003,NA,144669,NA
Jawa Timur,brackish pond,2004,NA,95403,NA
Jawa Timur,brackish pond,2005,10455,122467,11.713725490196078
Jawa Timur,brackish pond,2006,6186,75954,12.278370514064015
Jawa Timur,brackish pond,2007,8644,104865,12.131536325775103
Jawa Timur,brackish pond,2008,23357,78922,3.378944213726078
Jawa Timur,brackish pond,2009,11125,111445,10.01752808988764
Jawa Timur,brackish pond,2010,9119,158927,17.428117118105057
Jawa Timur,brackish pond,2011,8710,177682,20.399770378874855
Jawa Timur,brackish pond,2012,41712,170434,4.085970464135021
Jawa Timur,brackish pond,2013,10358,177077,17.095674840702838
Jawa Timur,brackish pond,2014,10358,191610,18.49874493145395
Jawa Timur,brackish pond,2015,10399,206362,19.844408116165017
Jawa Timur,cage,2e3,NA,1387,NA
Jawa Timur,cage,2001,NA,2185,NA
Jawa Timur,cage,2002,NA,1737,NA
Jawa Timur,cage,2003,NA,1840,NA
Jawa Timur,cage,2004,NA,2004,NA
Jawa Timur,cage,2005,3,2798,932.6666666666666
Jawa Timur,cage,2006,3,1310,436.6666666666667
Jawa Timur,cage,2007,3,1106,368.6666666666667
Jawa Timur,cage,2008,2,666,333
Jawa Timur,cage,2009,5,134,26.8
Jawa Timur,cage,2010,6,264,44
Jawa Timur,cage,2011,1,676,676
Jawa Timur,cage,2012,29,428,14.758620689655173
Jawa Timur,cage,2013,0,345,Inf
Jawa Timur,cage,2014,0,591,Inf
Jawa Timur,cage,2015,0,1487,Inf
Jawa Timur,floating cage,2e3,NA,NA,NA
Jawa Timur,floating cage,2001,NA,NA,NA
Jawa Timur,floating cage,2002,NA,NA,NA
Jawa Timur,floating cage,2003,NA,NA,NA
Jawa Timur,floating cage,2004,NA,NA,NA
Jawa Timur,floating cage,2005,39,NA,NA
Jawa Timur,floating cage,2006,0,1323,Inf
Jawa Timur,floating cage,2007,0,1372,Inf
Jawa Timur,floating cage,2008,0,1910,Inf
Jawa Timur,floating cage,2009,1,2155,2155
Jawa Timur,floating cage,2010,3,2557,852.3333333333334
Jawa Timur,floating cage,2011,4,9281,2320.25
Jawa Timur,floating cage,2012,64,11700,182.8125
Jawa Timur,floating cage,2013,2,12726,6363
Jawa Timur,floating cage,2014,4,11694,2923.5
Jawa Timur,floating cage,2015,3,11361,3787
Jawa Timur,freshwater pond,2e3,NA,3814,NA
Jawa Timur,freshwater pond,2001,NA,3907,NA
Jawa Timur,freshwater pond,2002,NA,22199,NA
Jawa Timur,freshwater pond,2003,NA,42034,NA
Jawa Timur,freshwater pond,2004,NA,38476,NA
Jawa Timur,freshwater pond,2005,1479,31026,20.97768762677485
Jawa Timur,freshwater pond,2006,1194,33379,27.95561139028476
Jawa Timur,freshwater pond,2007,1274,35711,28.03061224489796
Jawa Timur,freshwater pond,2008,1874,37704,20.119530416221984
Jawa Timur,freshwater pond,2009,1617,42690,26.40074211502783
Jawa Timur,freshwater pond,2010,1244,65869,52.94935691318328
Jawa Timur,freshwater pond,2011,1426,115086,80.7054698457223
Jawa Timur,freshwater pond,2012,4668,176371,37.782990574121676
Jawa Timur,freshwater pond,2013,1667,217162,130.27114577084583
Jawa Timur,freshwater pond,2014,1665,192566,115.65525525525526
Jawa Timur,freshwater pond,2015,1674,210211,125.57407407407408
Jawa Timur,marine culture,2e3,NA,NA,NA
Jawa Timur,marine culture,2001,NA,NA,NA
Jawa Timur,marine culture,2002,NA,NA,NA
Jawa Timur,marine culture,2003,NA,NA,NA
Jawa Timur,marine culture,2004,NA,359,NA
Jawa Timur,marine culture,2005,5,4556,911.2
Jawa Timur,marine culture,2006,99,10348,104.52525252525253
Jawa Timur,marine culture,2007,71,13013,183.28169014084506
Jawa Timur,marine culture,2008,47,73738,1568.8936170212767
Jawa Timur,marine culture,2009,33,339487,10287.484848484848
Jawa Timur,marine culture,2010,520,389430,748.9038461538462
Jawa Timur,marine culture,2011,459,412798,899.3420479302832
Jawa Timur,marine culture,2012,55,561887,10216.127272727274
Jawa Timur,marine culture,2013,835,580683,695.42874251497
Jawa Timur,marine culture,2014,861,601413,698.5052264808362
Jawa Timur,marine culture,2015,862,615466,713.9976798143852
Jawa Timur,nets step,2e3,NA,NA,NA
Jawa Timur,nets step,2001,NA,NA,NA
Jawa Timur,nets step,2002,NA,NA,NA
Jawa Timur,nets step,2003,NA,NA,NA
Jawa Timur,nets step,2004,NA,NA,NA
Jawa Timur,nets step,2005,NA,NA,NA
Jawa Timur,nets step,2006,NA,NA,NA
Jawa Timur,nets step,2007,NA,NA,NA
Jawa Timur,nets step,2008,NA,NA,NA
Jawa Timur,nets step,2009,NA,NA,NA
Jawa Timur,nets step,2010,NA,NA,NA
Jawa Timur,nets step,2011,NA,NA,NA
Jawa Timur,nets step,2012,NA,NA,NA
Jawa Timur,nets step,2013,NA,NA,NA
Jawa Timur,nets step,2014,NA,NA,NA
Jawa Timur,nets step,2015,NA,NA,NA
Jawa Timur,paddy field,2e3,NA,15800,NA
Jawa Timur,paddy field,2001,NA,17868,NA
Jawa Timur,paddy field,2002,NA,19385,NA
Jawa Timur,paddy field,2003,NA,17144,NA
Jawa Timur,paddy field,2004,NA,17623,NA
Jawa Timur,paddy field,2005,7902,51278,6.4892432295621365
Jawa Timur,paddy field,2006,7782,41822,5.374196864559239
Jawa Timur,paddy field,2007,7836,17248,2.2011230219499747
Jawa Timur,paddy field,2008,6490,45814,7.059167950693374
Jawa Timur,paddy field,2009,5929,11879,2.0035419126328216
Jawa Timur,paddy field,2010,4810,17232,3.5825363825363827
Jawa Timur,paddy field,2011,562,341,0.6067615658362989
Jawa Timur,paddy field,2012,5254,7153,1.3614389036924248
Jawa Timur,paddy field,2013,3863,7968,2.062645612218483
Jawa Timur,paddy field,2014,3074,46011,14.96779440468445
Jawa Timur,paddy field,2015,3074,48236,15.691607026675342
Jawa Timur,total,2e3,NA,435937,NA
Jawa Timur,total,2001,NA,446667,NA
Jawa Timur,total,2002,NA,554084,NA
Jawa Timur,total,2003,NA,576945,NA
Jawa Timur,total,2004,NA,153865,NA
Jawa Timur,total,2005,19883,212125,10.668661670774028
Jawa Timur,total,2006,15264,164136,10.75314465408805
Jawa Timur,total,2007,17828,173315,9.721505496971057
Jawa Timur,total,2008,31771,238754,7.514840577885493
Jawa Timur,total,2009,18710,507790,27.140032068412612
Jawa Timur,total,2010,15702,634279,40.394790472551264
Jawa Timur,total,2011,11162,715865,64.13411574986561
Jawa Timur,total,2012,51783,927974,17.920437209122685
Jawa Timur,total,2013,16725,995962,59.54929745889387
Jawa Timur,total,2014,15961,1043886,65.40229308940543
Jawa Timur,total,2015,16012,1093121,68.26886085435923
Kalimantan Barat,brackish pond,2e3,NA,1970,NA
Kalimantan Barat,brackish pond,2001,NA,812,NA
Kalimantan Barat,brackish pond,2002,NA,2923,NA
Kalimantan Barat,brackish pond,2003,NA,3899,NA
Kalimantan Barat,brackish pond,2004,NA,2579,NA
Kalimantan Barat,brackish pond,2005,12263,1864,0.15200195710674386
Kalimantan Barat,brackish pond,2006,4384,2090,0.4767335766423358
Kalimantan Barat,brackish pond,2007,7312,3130,0.42806345733041573
Kalimantan Barat,brackish pond,2008,10215,8200,0.8027410670582477
Kalimantan Barat,brackish pond,2009,17532,4440,0.2532511978097194
Kalimantan Barat,brackish pond,2010,18839,12889,0.6841658262115824
Kalimantan Barat,brackish pond,2011,18839,10089,0.5355379797229153
Kalimantan Barat,brackish pond,2012,18839,19805,1.0512766070385902
Kalimantan Barat,brackish pond,2013,19559,47723,2.4399509177360805
Kalimantan Barat,brackish pond,2014,19147,46730,2.440591215333995
Kalimantan Barat,brackish pond,2015,10516,20158,1.9168885507797642
Kalimantan Barat,cage,2e3,NA,692,NA
Kalimantan Barat,cage,2001,NA,841,NA
Kalimantan Barat,cage,2002,NA,810,NA
Kalimantan Barat,cage,2003,NA,820,NA
Kalimantan Barat,cage,2004,NA,999,NA
Kalimantan Barat,cage,2005,10,3027,302.7
Kalimantan Barat,cage,2006,31,2965,95.64516129032258
Kalimantan Barat,cage,2007,53,229,4.320754716981132
Kalimantan Barat,cage,2008,56,3950,70.53571428571429
Kalimantan Barat,cage,2009,16,4303,268.9375
Kalimantan Barat,cage,2010,49,7390,150.81632653061226
Kalimantan Barat,cage,2011,48,1721,35.854166666666664
Kalimantan Barat,cage,2012,9,6253,694.7777777777778
Kalimantan Barat,cage,2013,72,14463,200.875
Kalimantan Barat,cage,2014,79,16034,202.9620253164557
Kalimantan Barat,cage,2015,81,21913,270.5308641975309
Kalimantan Barat,floating cage,2e3,NA,NA,NA
Kalimantan Barat,floating cage,2001,NA,NA,NA
Kalimantan Barat,floating cage,2002,NA,NA,NA
Kalimantan Barat,floating cage,2003,NA,NA,NA
Kalimantan Barat,floating cage,2004,NA,NA,NA
Kalimantan Barat,floating cage,2005,42,30,0.7142857142857143
Kalimantan Barat,floating cage,2006,NA,NA,NA
Kalimantan Barat,floating cage,2007,0,3521,Inf
Kalimantan Barat,floating cage,2008,2,173,86.5
Kalimantan Barat,floating cage,2009,39,273,7
Kalimantan Barat,floating cage,2010,3,2213,737.6666666666666
Kalimantan Barat,floating cage,2011,3,10928,3642.6666666666665
Kalimantan Barat,floating cage,2012,3,2866,955.3333333333334
Kalimantan Barat,floating cage,2013,3,3227,1075.6666666666667
Kalimantan Barat,floating cage,2014,18,2943,163.5
Kalimantan Barat,floating cage,2015,19,3933,207
Kalimantan Barat,freshwater pond,2e3,NA,257,NA
Kalimantan Barat,freshwater pond,2001,NA,258,NA
Kalimantan Barat,freshwater pond,2002,NA,1149,NA
Kalimantan Barat,freshwater pond,2003,NA,1796,NA
Kalimantan Barat,freshwater pond,2004,NA,1149,NA
Kalimantan Barat,freshwater pond,2005,2887,1532,0.5306546588153793
Kalimantan Barat,freshwater pond,2006,1722,2427,1.4094076655052266
Kalimantan Barat,freshwater pond,2007,1300,2302,1.7707692307692309
Kalimantan Barat,freshwater pond,2008,2539,2461,0.9692792437967703
Kalimantan Barat,freshwater pond,2009,22183,6106,0.27525582653383224
Kalimantan Barat,freshwater pond,2010,5231,4509,0.8619766774995221
Kalimantan Barat,freshwater pond,2011,5276,7215,1.36751326762699
Kalimantan Barat,freshwater pond,2012,6128,8013,1.3076044386422976
Kalimantan Barat,freshwater pond,2013,7353,13931,1.8946008431932544
Kalimantan Barat,freshwater pond,2014,6758,19366,2.8656407221071323
Kalimantan Barat,freshwater pond,2015,7086,17876,2.5227208580299183
Kalimantan Barat,marine culture,2e3,NA,NA,NA
Kalimantan Barat,marine culture,2001,NA,NA,NA
Kalimantan Barat,marine culture,2002,NA,NA,NA
Kalimantan Barat,marine culture,2003,NA,NA,NA
Kalimantan Barat,marine culture,2004,NA,58,NA
Kalimantan Barat,marine culture,2005,0,9047,Inf
Kalimantan Barat,marine culture,2006,42,212,5.0476190476190474
Kalimantan Barat,marine culture,2007,24,86,3.5833333333333335
Kalimantan Barat,marine culture,2008,25,107,4.28
Kalimantan Barat,marine culture,2009,8,82,10.25
Kalimantan Barat,marine culture,2010,1,197,197
Kalimantan Barat,marine culture,2011,0,20,Inf
Kalimantan Barat,marine culture,2012,2,147,73.5
Kalimantan Barat,marine culture,2013,2,177,88.5
Kalimantan Barat,marine culture,2014,1,1631,1631
Kalimantan Barat,marine culture,2015,1,32,32
Kalimantan Barat,nets step,2e3,NA,NA,NA
Kalimantan Barat,nets step,2001,NA,NA,NA
Kalimantan Barat,nets step,2002,NA,NA,NA
Kalimantan Barat,nets step,2003,NA,NA,NA
Kalimantan Barat,nets step,2004,NA,NA,NA
Kalimantan Barat,nets step,2005,NA,NA,NA
Kalimantan Barat,nets step,2006,NA,NA,NA
Kalimantan Barat,nets step,2007,NA,NA,NA
Kalimantan Barat,nets step,2008,NA,NA,NA
Kalimantan Barat,nets step,2009,NA,NA,NA
Kalimantan Barat,nets step,2010,NA,NA,NA
Kalimantan Barat,nets step,2011,NA,NA,NA
Kalimantan Barat,nets step,2012,NA,NA,NA
Kalimantan Barat,nets step,2013,NA,NA,NA
Kalimantan Barat,nets step,2014,3,1231,410.3333333333333
Kalimantan Barat,nets step,2015,4,1354,338.5
Kalimantan Barat,paddy field,2e3,NA,NA,NA
Kalimantan Barat,paddy field,2001,NA,NA,NA
Kalimantan Barat,paddy field,2002,NA,NA,NA
Kalimantan Barat,paddy field,2003,NA,7,NA
Kalimantan Barat,paddy field,2004,NA,NA,NA
Kalimantan Barat,paddy field,2005,NA,NA,NA
Kalimantan Barat,paddy field,2006,NA,NA,NA
Kalimantan Barat,paddy field,2007,NA,NA,NA
Kalimantan Barat,paddy field,2008,NA,NA,NA
Kalimantan Barat,paddy field,2009,NA,NA,NA
Kalimantan Barat,paddy field,2010,NA,2,NA
Kalimantan Barat,paddy field,2011,NA,NA,NA
Kalimantan Barat,paddy field,2012,NA,NA,NA
Kalimantan Barat,paddy field,2013,NA,NA,NA
Kalimantan Barat,paddy field,2014,NA,NA,NA
Kalimantan Barat,paddy field,2015,NA,NA,NA
Kalimantan Barat,total,2e3,NA,77313,NA
Kalimantan Barat,total,2001,NA,80446,NA
Kalimantan Barat,total,2002,NA,80932,NA
Kalimantan Barat,total,2003,NA,79431,NA
Kalimantan Barat,total,2004,NA,4785,NA
Kalimantan Barat,total,2005,15202,15500,1.0196026838573873
Kalimantan Barat,total,2006,6179,7693,1.2450234665803528
Kalimantan Barat,total,2007,8689,9268,1.0666359765220395
Kalimantan Barat,total,2008,12837,14891,1.1600062319856663
Kalimantan Barat,total,2009,39777,15205,0.3822560776328029
Kalimantan Barat,total,2010,24122,27200,1.1276013597545809
Kalimantan Barat,total,2011,24167,29972,1.2402035833988496
Kalimantan Barat,total,2012,24981,37084,1.4844882110403907
Kalimantan Barat,total,2013,26989,79522,2.9464596687539366
Kalimantan Barat,total,2014,26006,87936,3.3813735291855727
Kalimantan Barat,total,2015,17706,65266,3.686095109002598
Kalimantan Selatan,brackish pond,2e3,NA,2350,NA
Kalimantan Selatan,brackish pond,2001,NA,2773,NA
Kalimantan Selatan,brackish pond,2002,NA,7429,NA
Kalimantan Selatan,brackish pond,2003,NA,8967,NA
Kalimantan Selatan,brackish pond,2004,NA,4730,NA
Kalimantan Selatan,brackish pond,2005,8351,5316,0.6365704706023231
Kalimantan Selatan,brackish pond,2006,8258,3415,0.4135383870186486
Kalimantan Selatan,brackish pond,2007,9397,6027,0.6413749068851761
Kalimantan Selatan,brackish pond,2008,13174,7820,0.593593441627448
Kalimantan Selatan,brackish pond,2009,14210,11277,0.7935960591133004
Kalimantan Selatan,brackish pond,2010,13724,15378,1.1205187991839114
Kalimantan Selatan,brackish pond,2011,14758,20101,1.3620409269548719
Kalimantan Selatan,brackish pond,2012,14758,23392,1.5850386231196638
Kalimantan Selatan,brackish pond,2013,16714,23826,1.4255115472059352
Kalimantan Selatan,brackish pond,2014,17032,27177,1.595643494598403
Kalimantan Selatan,brackish pond,2015,17032,33954,1.9935415688116487
Kalimantan Selatan,cage,2e3,NA,1909,NA
Kalimantan Selatan,cage,2001,NA,2819,NA
Kalimantan Selatan,cage,2002,NA,2878,NA
Kalimantan Selatan,cage,2003,NA,3666,NA
Kalimantan Selatan,cage,2004,NA,5005,NA
Kalimantan Selatan,cage,2005,8,4293,536.625
Kalimantan Selatan,cage,2006,7,3713,530.4285714285714
Kalimantan Selatan,cage,2007,9,3728,414.22222222222223
Kalimantan Selatan,cage,2008,10,4737,473.7
Kalimantan Selatan,cage,2009,10,11785,1178.5
Kalimantan Selatan,cage,2010,9,12019,1335.4444444444443
Kalimantan Selatan,cage,2011,5,20258,4051.6
Kalimantan Selatan,cage,2012,9,20977,2330.777777777778
Kalimantan Selatan,cage,2013,10,26915,2691.5
Kalimantan Selatan,cage,2014,10,34806,3480.6
Kalimantan Selatan,cage,2015,6,28920,4820
Kalimantan Selatan,floating cage,2e3,NA,NA,NA
Kalimantan Selatan,floating cage,2001,NA,NA,NA
Kalimantan Selatan,floating cage,2002,NA,NA,NA
Kalimantan Selatan,floating cage,2003,NA,NA,NA
Kalimantan Selatan,floating cage,2004,NA,129,NA
Kalimantan Selatan,floating cage,2005,68,212,3.1176470588235294
Kalimantan Selatan,floating cage,2006,1,424,424
Kalimantan Selatan,floating cage,2007,3,503,167.66666666666666
Kalimantan Selatan,floating cage,2008,3,596,198.66666666666666
Kalimantan Selatan,floating cage,2009,4,959,239.75
Kalimantan Selatan,floating cage,2010,5,2945,589
Kalimantan Selatan,floating cage,2011,5,6940,1388
Kalimantan Selatan,floating cage,2012,5,8496,1699.2
Kalimantan Selatan,floating cage,2013,5,5991,1198.2
Kalimantan Selatan,floating cage,2014,7,8681,1240.142857142857
Kalimantan Selatan,floating cage,2015,7,7835,1119.2857142857142
Kalimantan Selatan,freshwater pond,2e3,NA,237,NA
Kalimantan Selatan,freshwater pond,2001,NA,322,NA
Kalimantan Selatan,freshwater pond,2002,NA,1578,NA
Kalimantan Selatan,freshwater pond,2003,NA,2021,NA
Kalimantan Selatan,freshwater pond,2004,NA,3326,NA
Kalimantan Selatan,freshwater pond,2005,629,3282,5.217806041335453
Kalimantan Selatan,freshwater pond,2006,534,4923,9.219101123595506
Kalimantan Selatan,freshwater pond,2007,512,5976,11.671875
Kalimantan Selatan,freshwater pond,2008,545,8144,14.943119266055046
Kalimantan Selatan,freshwater pond,2009,517,19746,38.193423597678915
Kalimantan Selatan,freshwater pond,2010,550,31329,56.96181818181818
Kalimantan Selatan,freshwater pond,2011,479,27045,56.46137787056367
Kalimantan Selatan,freshwater pond,2012,721,35249,48.88904299583911
Kalimantan Selatan,freshwater pond,2013,1381,37156,26.905141202027515
Kalimantan Selatan,freshwater pond,2014,1375,41668,30.304
Kalimantan Selatan,freshwater pond,2015,1396,54180,38.810888252149
Kalimantan Selatan,marine culture,2e3,NA,NA,NA
Kalimantan Selatan,marine culture,2001,NA,NA,NA
Kalimantan Selatan,marine culture,2002,NA,NA,NA
Kalimantan Selatan,marine culture,2003,NA,NA,NA
Kalimantan Selatan,marine culture,2004,NA,496,NA
Kalimantan Selatan,marine culture,2005,968,505,0.5216942148760331
